,Unnamed: 0,datetime_h,median_block_net_profit,median_tail_gas_price,median_total_gas_used,median_base_fee_per_gas,predict,predict_lb,predict_ub,is_in_ci,datetime_d,validator_number,annual_full_reward,annual_total_reward_with_mev_actual,annual_total_reward_with_mev,annual_total_reward_with_mev_lb,annual_total_reward_with_mev_ub
5667,5667,2022-03-29 15,0.0700462399743697,5.26891384e-08,13658759.0,5.190939265e-08,0.0738529555086043,0.0385923018823917,0.1413302335263001,True,2022-03-29,325608,1.6488212147728614,2.214555477704354,2.245300731235994,1.960515139646678,2.790286559996148
5668,5668,2022-03-29 16,0.0770753461730437,5.1475482832e-08,13946365.0,5.1278519864e-08,0.0712861594350632,0.0372510073023922,0.1364182312104863,True,2022-03-29,325608,1.6488212147728614,2.271326636525,2.224569789999297,1.9496820627981895,2.7506143661614537
5669,5669,2022-03-29 17,0.098120923665514,5.0610103151e-08,15132155.0,4.9872236547e-08,0.0763845671734022,0.0399152106399902,0.1461749044716911,True,2022-03-29,325608,1.6488212147728614,2.4413029875043937,2.2657475026792184,1.971199721876637,2.829414946436866
5670,5670,2022-03-29 18,0.0712406914291388,5.3316304483e-08,13985832.0,5.2982005296e-08,0.0739260947941933,0.0386305212518059,0.1414701980306459,True,2022-03-29,325608,1.6488212147728614,2.2242025638808354,2.2458914467381987,1.9608238215515619,2.791416994916447
5671,5671,2022-03-29 19,0.0788846013771236,5.3271181896e-08,14012441.0,5.257816537750001e-08,0.075361647481835,0.0393806778610846,0.1442173730785026,True,2022-03-29,325608,1.6488212147728614,2.285939236140763,2.2574858070056374,1.966882523583088,2.8136047818899046
5672,5672,2022-03-29 20,0.0566242916589057,3.7647856192e-08,14508824.0,3.7095176964e-08,0.0588395635249197,0.0307469644585491,0.1125995458989266,True,2022-03-29,325608,1.6488212147728614,2.106151999657109,2.12404382649565,1.8971516216826807,2.558240780032306
5673,5673,2022-03-29 21,0.0846794084199284,5.2e-08,14205191.0,5.1246213778e-08,0.0748998676582555,0.0391393720632049,0.143333678582395,True,2022-03-29,325608,1.6488212147728614,2.3327414755242177,2.253756203985904,1.9649335973058957,2.806467550047125
5674,5674,2022-03-29 22,0.0716854715844426,4.6e-08,14223737.0,4.5564192596e-08,0.067091056585,0.0350588313156308,0.1283901860038566,True,2022-03-29,325608,1.6488212147728614,2.227794867670724,2.1906876941199074,1.9319767717427327,2.6857751936460525
5675,5675,2022-03-29 23,0.0611740597045806,5.1681884385e-08,14051519.0,5.0896548889e-08,0.0741597221507412,0.0387526046188125,0.141917283846395,True,2022-03-29,325608,1.6488212147728614,2.1428985783852603,2.2477783574475474,1.9618098379840636,2.795027920564026
5676,5676,2022-03-30 00,0.0650556926631147,4.05360583495e-08,14351369.0,4.0101993042e-08,0.0612646558370721,0.0320142108938302,0.1172403738852811,True,2022-03-30,326508,1.6465472075468677,2.170526591100897,2.139992366380134,1.9043999150106807,2.5908387264178057
5677,5677,2022-03-30 01,0.0673034443067219,3.5342671173e-08,15227694.5,3.4827582013e-08,0.0577293468367165,0.0301668141139767,0.1104749568052609,True,2022-03-30,326508,1.6465472075468677,2.188630702707223,2.111517855467277,1.8895203896953476,2.536347890551496
5678,5678,2022-03-30 02,0.0541129140163691,3.3980531473e-08,14657858.0,3.3406004249e-08,0.0549565977375588,0.0287178975534694,0.1051688282286172,True,2022-03-30,326508,1.6465472075468677,2.0823899473273553,2.0891852462173817,1.8778503516845728,2.493610631645565
5679,5679,2022-03-30 03,0.0537880327661675,3.6976719526e-08,13154189.0,3.6213742604e-08,0.055362848707254,0.0289301864179369,0.1059462587867025,True,2022-03-30,326508,1.6465472075468677,2.0797732496912174,2.092457321633924,1.8795601941869822,2.499872306341599
5680,5680,2022-03-30 04,0.0557320944805352,2.8276056567e-08,14507941.0,2.7464686601e-08,0.0487945248575104,0.0254978696592517,0.0933766502020811,True,2022-03-30,326508,1.6465472075468677,2.0954313453472015,2.0395539377656706,1.8519152157730066,2.39863265323712
5681,5681,2022-03-30 05,0.0456469656149222,2.897631325e-08,13144763.5,2.79526890785e-08,0.0475623600202505,0.0248539945828797,0.0910186925144899,True,2022-03-30,326508,1.6465472075468677,2.01420248758326,2.0296296875512008,1.846729239699394,2.3796409068577744
