,datetime_h,median_block_net_profit,median_tail_gas_price,median_total_gas_used,median_base_fee_per_gas,predict,predict_lb,predict_ub,is_in_ci
123,2021-08-10 15,0.15600491918390985,5.78994698145e-08,13982249.0,5.60116595945e-08,0.09958679755598782,0.05856354752737107,0.16934647346665782,True
124,2021-08-10 16,0.2265944345163784,5.8198350368e-08,13965690.0,5.6631966742e-08,0.09828000426845013,0.05775500268128779,0.16724021799995534,False
125,2021-08-10 17,0.1429393858363448,5.1e-08,13857403.0,4.8851495677e-08,0.09194235384747003,0.05399342451961601,0.15656344279370976,True
126,2021-08-10 18,0.12996321880338163,4.53530097185e-08,14193933.0,4.30573306905e-08,0.08716789508037065,0.051154588241056426,0.14853490554820248,True
127,2021-08-10 19,0.1706352969270068,6.5e-08,14291393.0,6.2797746726e-08,0.11089850692696825,0.06503669483397757,0.18910061266221734,True
128,2021-08-10 20,0.29850261884390794,8.96392293095e-08,12966446.5,8.68225193685e-08,0.13330771704668867,0.07812584306018373,0.22746567240893995,False
129,2021-08-10 21,0.1894588712570506,5.6e-08,13379659.0,5.3388387438e-08,0.09788277982336059,0.057326351401879576,0.16713149104469868,False
130,2021-08-10 22,0.44403036737953805,8.118468202749999e-08,13684774.0,7.4274880275e-08,0.14912477898990958,0.08727870704284779,0.25479524688503885,False
131,2021-08-10 23,0.17436358626663614,4.8521511796e-08,13270630.5,4.616943425e-08,0.0873175479939786,0.0510707686386297,0.14928998311401423,False
132,2021-08-11 00,0.13995522286434187,4.2890396341e-08,13949300.5,4.0996675994e-08,0.08074702170032409,0.0471966984777527,0.13814698323752472,False
133,2021-08-11 01,0.1232459421377005,4.5287350773e-08,13134164.0,4.3356308077e-08,0.0806969427507652,0.04713660408207536,0.13815158508197647,True
134,2021-08-11 02,0.10034168249479,4.5e-08,13241023.0,4.3145525895500006e-08,0.08035016977109054,0.04690357580496857,0.13764728320690559,True
135,2021-08-11 03,0.13105722046019405,4.3e-08,13697952.5,4.1425459366e-08,0.07816443125760031,0.04559824217126717,0.13398933868713953,True
136,2021-08-11 04,0.12493381107052065,4.4e-08,14598072.0,4.1611254171e-08,0.08722681433786365,0.050852291535939585,0.1496199465102739,True
137,2021-08-11 05,0.1163107569553982,4e-08,13552810.0,3.8157213721e-08,0.07526111888041034,0.04384848318479747,0.12917746758216445,True
138,2021-08-11 06,0.1202962793020963,4.3524135681e-08,14858226.0,4.1811285255e-08,0.08372198412182809,0.04874707816280117,0.14379057965046357,True
139,2021-08-11 07,0.13228040412247075,5.1400383263e-08,14211221.5,4.9109956418e-08,0.0941457745797626,0.05478187034721657,0.16179489336610098,True
140,2021-08-11 08,0.1706850567767155,5.1031105626e-08,13764702.0,4.8942103685e-08,0.09071519142279733,0.05275270661919911,0.15599665841372704,False
141,2021-08-11 09,0.1313942234089586,4.583615735e-08,12343317.0,4.4116656681e-08,0.07687743359866298,0.04467803355379555,0.13228289892393325,True
142,2021-08-11 10,0.1210870768881502,4.1886752889e-08,13935455.0,3.9879140246e-08,0.07973806004716985,0.046311944544773026,0.1372898132994434,True
143,2021-08-11 11,0.14174446438699,3.9997280886500005e-08,14802245.5,3.821271602e-08,0.07914426077836584,0.04593890861594622,0.13635095397063254,False
144,2021-08-11 12,0.1421375094292787,4.8324675718e-08,12515227.0,4.6505122519e-08,0.08081525525203898,0.04688027973496988,0.13931455866677347,False
145,2021-08-11 13,0.1345038787902872,5.1956830919e-08,13476150.0,4.9704097359e-08,0.09121320520172999,0.052880049443784514,0.15733436127017106,True
146,2021-08-11 14,0.1587516544227156,6.6180404434e-08,13534926.0,6.3952202833e-08,0.10770425077183464,0.06240306880362689,0.1858915892554315,True
147,2021-08-11 15,0.20505509687390439,8.145e-08,14289456.5,7.85596001615e-08,0.13208472295051357,0.07648324860785771,0.22810712612855102,True
148,2021-08-11 16,0.31107583145151163,1.07986011413e-07,14086955.5,1.051598959425e-07,0.1592635610683701,0.09216636174311725,0.27520758554921076,False
149,2021-08-11 17,0.1981524140423651,6.4757457442e-08,13955015.0,6.1976491676e-08,0.11074379893312775,0.06405003396245508,0.19147825915798986,False
150,2021-08-11 18,0.13621334570412186,5.2e-08,13731792.0,4.9964101324e-08,0.09110186242574159,0.05265901784459769,0.15760926954489715,True
151,2021-08-11 19,0.2821513836844218,6.760876021e-08,13797024.0,6.288284311e-08,0.12292531725396985,0.07101236949741269,0.212788753972499,False
152,2021-08-11 20,0.2271790150346806,6.4e-08,13435609.0,6.0755202872e-08,0.10935127402239452,0.06313428746132173,0.18940106257865857,False
153,2021-08-11 21,0.16066927474434012,6.5167561113e-08,12981765.5,6.2860685599e-08,0.10379336262274723,0.05989097434459029,0.1798778904906927,True
154,2021-08-11 22,0.1942045548215456,6.1612363777e-08,13894042.5,5.9220891312e-08,0.10471383960150572,0.06038760694417495,0.18157679628249554,False
155,2021-08-11 23,0.144349264609283,5.94e-08,14376162.0,5.6288403704e-08,0.10808987574953652,0.062299169663465104,0.18753735086138554,True
156,2021-08-12 00,0.16144733293437305,4.4e-08,13859715.5,4.2030391504e-08,0.08141363030256228,0.046897470821868785,0.14133340418757717,False
157,2021-08-12 01,0.13715477112593105,4.7014014383e-08,13257902.5,4.50079583225e-08,0.08283829307065996,0.04769139722902455,0.14388722489942665,True
158,2021-08-12 02,0.1167231318179262,4.670840275e-08,13328237.0,4.5174740274e-08,0.08037591853143475,0.04624800351328321,0.13968793870023666,True
159,2021-08-12 03,0.1370908245511235,4.0256852151e-08,14187049.0,3.8183804077e-08,0.07845567109784536,0.045118124442707234,0.1364261569700114,False
160,2021-08-12 04,0.1347821265693181,3.8744781751e-08,13307767.0,3.7043774988e-08,0.07142561347772028,0.04105271083753492,0.12426994847814614,False
161,2021-08-12 05,0.1540534139931053,4.9796004825e-08,13271703.0,4.6911358226e-08,0.09052337192125809,0.052000946237267726,0.15758330293846934,True
162,2021-08-12 06,0.1377171512092063,4.2693179837e-08,13307351.0,4.0832642657e-08,0.07699334079486402,0.044204637909186544,0.1341029993036574,False
163,2021-08-12 07,0.11916924572647675,3.80000007295e-08,14131866.5,3.64364738575e-08,0.07246199742244791,0.04158058542686169,0.12627867108044108,True
164,2021-08-12 08,0.1248254338246854,4.2807951078e-08,13953473.0,4.0808738465e-08,0.08021268774417221,0.04600345580379836,0.1398606944353262,True
165,2021-08-12 09,0.1141657482839111,3.5152610764e-08,12912756.5,3.3803503118e-08,0.06372060337915075,0.036525469944914644,0.11116394398556796,False
166,2021-08-12 10,0.09997152299666551,3.2509495596e-08,12979903.5,3.0375953328000004e-08,0.06500939310635007,0.03724449004966107,0.11347238709459562,True
167,2021-08-12 11,0.1097319242100254,3.2902293826e-08,13744630.0,3.0702725373e-08,0.06832169398462298,0.039121542236959087,0.11931671406651835,True
168,2021-08-12 12,0.12967454168255704,3.5658543424e-08,13955155.5,3.4091592074e-08,0.06876913952702973,0.03935716201900902,0.12016096457879616,False
169,2021-08-12 13,0.1218847638357609,3.6995665709e-08,13270084.0,3.5119218065e-08,0.06986162707760696,0.03996162459238706,0.1221333463720196,True
170,2021-08-12 14,0.13930616483733635,4.374473993e-08,13734587.5,4.1720294251e-08,0.08048930648170086,0.04601699784662219,0.14078555231913545,True
171,2021-08-12 15,0.13664562739108094,4.6e-08,14418159.0,4.42924960535e-08,0.08415538204600391,0.04808825754564285,0.14727354844552004,True
172,2021-08-12 16,0.1635359679486772,5.4e-08,13227769.0,5.1583036101e-08,0.09232816587576095,0.052731458459718245,0.1616585329323656,False
173,2021-08-12 17,0.20816594553207635,5.9133402274e-08,14284740.5,5.76431780475e-08,0.09857868129833433,0.056272781308813344,0.17269017419255575,False
174,2021-08-12 18,0.12554600840433644,4.29261403355e-08,13743661.5,4.08240193695e-08,0.07982855971917474,0.0455464815624878,0.13991418718249218,True
175,2021-08-12 19,0.1427493717588666,3.9454405907e-08,12978741.0,3.6961495562e-08,0.07497331587285035,0.042754888083203865,0.13147030304538176,False
176,2021-08-12 20,0.1477203007689611,5.2785184156e-08,12260896.5,4.99435579575e-08,0.08850383713620412,0.050445799840362036,0.15527415984322565,True
177,2021-08-12 21,0.2911429415130433,1.17e-07,15679527.0,1.06798164753e-07,0.2148076956314179,0.12237647461771378,0.37705242160817115,True
178,2021-08-12 22,0.375961983667691,7.1e-08,12595570.0,6.9408404739e-08,0.10402120594158662,0.05923201387158432,0.1826784297592979,False
179,2021-08-12 23,0.1966133626281743,5e-08,13292473.0,4.8515695712e-08,0.08326928006194406,0.047392241547723465,0.14630607828608913,False
180,2021-08-13 00,0.1596977492812081,5.9193648608e-08,14506108.0,5.7115438406e-08,0.10221373056766062,0.05814612935419574,0.17967914343733402,True
181,2021-08-13 01,0.12626618343185408,5.06210104755e-08,13891730.0,4.9033528160999995e-08,0.08686365826211435,0.0493901234365174,0.15276931098128518,True
182,2021-08-13 02,0.0882405332385147,3.80000006735e-08,13454268.5,3.6570903783000005e-08,0.06900559863052419,0.03921733105526865,0.12142010978886546,True
183,2021-08-13 03,0.1212860363330392,3.9305589881e-08,13193142.0,3.6833292061e-08,0.07526234823326372,0.042752789672242414,0.13249243160529298,True
184,2021-08-13 04,0.0937764017231828,3.1689980055e-08,12982133.0,2.9969320443e-08,0.06123652780496076,0.034768944449091926,0.10785234918760007,True
