,datetime_h,median_block_net_profit,predict,predict_lb,predict_ub,is_in_ci
56,2021-08-07 20,0.1243324944206636,0.08164745850516779,0.07467178837407826,0.09666868301953789,False
57,2021-08-07 21,0.1267581997720097,0.08572867754335176,0.07539316727742124,0.1201753907371324,False
58,2021-08-07 22,0.1251256397672402,0.08164745850516779,0.07467178837407826,0.09666868301953789,False
59,2021-08-07 23,0.13762313462471604,0.08298184539223769,0.0750447101434926,0.11602258206531775,False
60,2021-08-08 00,0.198734897230338,0.11260779510659162,0.07666590848941719,0.1263940226277801,False
61,2021-08-08 01,0.24640783776269545,0.08726869756419522,0.07555138786647272,0.12279622517033327,False
62,2021-08-08 02,0.1403934504808122,0.08164745850516779,0.07467178837407826,0.09666868301953789,False
63,2021-08-08 03,0.0876791730451924,0.08298184539223769,0.0750447101434926,0.11602258206531775,True
64,2021-08-08 04,0.0775907516111897,0.08572867754335176,0.07539316727742124,0.1201753907371324,True
65,2021-08-08 05,0.0645954710396803,0.08298184539223769,0.0750447101434926,0.11602258206531775,False
66,2021-08-08 06,0.0873772327171522,0.11396934600874138,0.0769154461718833,0.1263189606880344,True
67,2021-08-08 07,0.07992887286042699,0.1141791639599193,0.0769154461718833,0.1267633561724873,True
68,2021-08-08 08,0.0796782186050961,0.09485795930629655,0.07563502756416943,0.1251092095646782,True
69,2021-08-08 09,0.0957456694924721,0.0937757647440516,0.07560304067256146,0.12505086909547755,True
70,2021-08-08 10,0.1015068357076005,0.08298184539223769,0.0750447101434926,0.11602258206531775,True
71,2021-08-08 11,0.0964971715292484,0.08290841774702086,0.0750447101434926,0.11589479759983061,True
72,2021-08-08 12,0.088533919087939,0.08726869756419522,0.07555138786647272,0.12279622517033327,True
73,2021-08-08 13,0.094315832005607,0.08726869756419522,0.07555138786647272,0.12279622517033327,True
74,2021-08-08 14,0.1024363970627733,0.08164745850516779,0.07467178837407826,0.09666868301953789,False
75,2021-08-08 15,0.1379857297034177,0.08104571584986048,0.07450010448963817,0.09565094951070269,False
76,2021-08-08 16,0.1549911302132898,0.08104571584986048,0.07450010448963817,0.09565094951070269,False
77,2021-08-08 17,0.1573563147775742,0.08074340296116768,0.07434642783702843,0.09505504127664091,False
78,2021-08-08 18,0.3616024022311705,0.08065571412822439,0.07412754186232356,0.09482221118783365,False
79,2021-08-08 19,0.12210369649565495,0.0808301407665508,0.07190025109429429,0.09462338970747182,False
80,2021-08-08 20,0.13336350007758405,0.08009795104525601,0.07245610939032116,0.09462338970747182,False
81,2021-08-08 21,0.1059905938000045,0.08078582027395681,0.07438207314635248,0.09505504127664091,False
82,2021-08-08 22,0.0943321597040378,0.08236353826834172,0.07459763565834736,0.09615906448513964,True
83,2021-08-08 23,0.0945895475301681,0.08109575568582739,0.07453752098946316,0.09573355257598468,True
84,2021-08-09 00,0.1177478978097008,0.07893776145219433,0.07129465837362699,0.08623152322519607,False
85,2021-08-09 01,0.1428230585299887,0.07863109682485343,0.07108434244843564,0.08535417848131231,False
86,2021-08-09 02,0.0921900560661801,0.07863109682485343,0.07108434244843564,0.08535417848131231,False
87,2021-08-09 03,0.09995954975442894,0.0797643730509575,0.07108434244843564,0.08590671529960311,False
88,2021-08-09 04,0.0949755836075374,0.07863109682485343,0.07108434244843564,0.08535417848131231,False
89,2021-08-09 05,0.0972787326483162,0.07871512058817945,0.07119285918589284,0.08548291637298724,False
90,2021-08-09 06,0.1106409167764077,0.07863109682485343,0.07108434244843564,0.08535417848131231,False
91,2021-08-09 07,0.12210492984228866,0.07863109682485343,0.07108434244843564,0.08535417848131231,False
92,2021-08-09 08,0.1132544899377108,0.07863109682485343,0.07108434244843564,0.08535417848131231,False
93,2021-08-09 09,0.1413310926543713,0.08104571584986048,0.07450010448963817,0.09565094951070269,False
94,2021-08-09 10,0.15651015940238786,0.08156605117735187,0.07457790066988157,0.09615906448513964,False
95,2021-08-09 11,0.1390762178463167,0.08640808690209416,0.07544202305073398,0.12188472684961424,False
96,2021-08-09 12,0.1157012643040507,0.08572867754335176,0.07539316727742124,0.1201753907371324,True
97,2021-08-09 13,0.1372271024000948,0.08726869756419522,0.07555138786647272,0.12279622517033327,False
98,2021-08-09 14,0.1687321536804895,0.0859696557414528,0.07544202305073398,0.12188472684961424,False
99,2021-08-09 15,0.1505862251595511,0.08726869756419522,0.07555138786647272,0.12279622517033327,False
100,2021-08-09 16,0.177336798051011,0.10601272043485577,0.07599077710797639,0.12596919652990127,False
101,2021-08-09 17,0.2016944852199036,0.11087896962663893,0.07636621678380749,0.1262456096207479,False
102,2021-08-09 18,0.171094960735838,0.11063337471059488,0.07636621678380749,0.1263018839791956,False
103,2021-08-09 19,0.2394069989602099,0.1193142483274922,0.08445099889734747,0.12910659347734119,False
104,2021-08-09 20,0.1791843303158344,0.10601272043485577,0.07599077710797639,0.12596919652990127,False
105,2021-08-09 21,0.2319101106616383,0.08164745850516779,0.07467178837407826,0.09666868301953789,False
106,2021-08-09 22,0.16571745826532464,0.08290841774702086,0.0750447101434926,0.11589479759983061,False
107,2021-08-09 23,0.20381708298325746,0.11167757671079856,0.0764810508088715,0.1263131566112854,False
108,2021-08-10 00,0.14204252373291254,0.09901470072935699,0.07575763312406829,0.1256702281150826,False
109,2021-08-10 01,0.09363871538195259,0.0866140638975257,0.07544202305073398,0.12291033251911936,True
110,2021-08-10 02,0.11701254985264214,0.08726869756419522,0.07555138786647272,0.12279622517033327,True
111,2021-08-10 03,0.12543517406483162,0.08663293543830347,0.07544202305073398,0.12237373170390872,False
112,2021-08-10 04,0.1096140018962341,0.08387873677182876,0.07528046413853727,0.11720258453738745,True
113,2021-08-10 05,0.1082269800132271,0.0859696557414528,0.07544202305073398,0.12188472684961424,True
114,2021-08-10 06,0.10297874530200345,0.08425946888718826,0.07508951931618844,0.11803703431741067,True
115,2021-08-10 07,0.09870694719936754,0.08512624539293083,0.07539316727742124,0.11903753540410938,True
116,2021-08-10 08,0.11568619441046896,0.09587847598385697,0.07567116675732133,0.1251092095646782,True
117,2021-08-10 09,0.1348183189691267,0.1128072447097169,0.07666590848941719,0.12667937212202954,False
118,2021-08-10 10,0.0952997259238754,0.08726869756419522,0.07555138786647272,0.12279622517033327,True
119,2021-08-10 11,0.0994929967151474,0.08726869756419522,0.07555138786647272,0.12279622517033327,True
120,2021-08-10 12,0.1145432253613267,0.10595444418300135,0.07599077710797639,0.12586965213298792,True
121,2021-08-10 13,0.1413482783514803,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
122,2021-08-10 14,0.1310535811626314,0.11104866847325069,0.0763702495017021,0.1262456096207479,False
123,2021-08-10 15,0.15600491918390985,0.08726869756419522,0.07555138786647272,0.12279622517033327,False
124,2021-08-10 16,0.2265944345163784,0.08164745850516779,0.07467178837407826,0.09666868301953789,False
125,2021-08-10 17,0.1429393858363448,0.08164745850516779,0.07467178837407826,0.09666868301953789,False
126,2021-08-10 18,0.12996321880338163,0.08298184539223769,0.0750447101434926,0.11602258206531775,False
127,2021-08-10 19,0.1706352969270068,0.08726869756419522,0.07555138786647272,0.12279622517033327,False
128,2021-08-10 20,0.29850261884390794,0.09422907163752124,0.0756185075095481,0.1251092095646782,False
129,2021-08-10 21,0.1894588712570506,0.11916775337741076,0.11124720914799913,0.12702249327604748,False
130,2021-08-10 22,0.44403036737953805,0.11626554209680068,0.07743105548841998,0.1267633561724873,False
131,2021-08-10 23,0.17436358626663614,0.0937757647440516,0.07560304067256146,0.12505086909547755,False
132,2021-08-11 00,0.13995522286434187,0.1108206933747845,0.07636621678380749,0.1261329174847813,False
133,2021-08-11 01,0.1232459421377005,0.11622317593692263,0.07748564368616953,0.12692231217279096,True
134,2021-08-11 02,0.10034168249479,0.11604236852867263,0.07748564368616953,0.12673845512653908,True
135,2021-08-11 03,0.13105722046019405,0.0943379151664044,0.07563502756416943,0.12505086909547755,False
136,2021-08-11 04,0.12493381107052065,0.11394008029981487,0.0769154461718833,0.1263189606880344,True
137,2021-08-11 05,0.1163107569553982,0.1159638811226954,0.07743105548841998,0.12673845512653908,True
138,2021-08-11 06,0.1202962793020963,0.11917691119216847,0.11124720914799913,0.12702249327604748,True
139,2021-08-11 07,0.13228040412247075,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
140,2021-08-11 08,0.1706850567767155,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
141,2021-08-11 09,0.1313942234089586,0.12300850067303032,0.11278711307958328,0.1787847804443193,True
142,2021-08-11 10,0.1210870768881502,0.11917691119216847,0.11124720914799913,0.12702249327604748,True
143,2021-08-11 11,0.14174446438699,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
144,2021-08-11 12,0.1421375094292787,0.12115657914764216,0.11179069399078322,0.14856000921006335,True
145,2021-08-11 13,0.1345038787902872,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
146,2021-08-11 14,0.1587516544227156,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
147,2021-08-11 15,0.20505509687390439,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
148,2021-08-11 16,0.31107583145151163,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
149,2021-08-11 17,0.1981524140423651,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
150,2021-08-11 18,0.13621334570412186,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
151,2021-08-11 19,0.2821513836844218,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
152,2021-08-11 20,0.2271790150346806,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
153,2021-08-11 21,0.16066927474434012,0.1194159948522729,0.11179069399078322,0.12720814467588848,False
154,2021-08-11 22,0.1942045548215456,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
155,2021-08-11 23,0.144349264609283,0.11791386934530876,0.08445099889734747,0.1269829109284277,False
156,2021-08-12 00,0.16144733293437305,0.11916775337741076,0.11124720914799913,0.12702249327604748,False
157,2021-08-12 01,0.13715477112593105,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
158,2021-08-12 02,0.1167231318179262,0.1192351874440229,0.11179069399078322,0.12702249327604748,True
159,2021-08-12 03,0.1370908245511235,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
160,2021-08-12 04,0.1347821265693181,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
161,2021-08-12 05,0.1540534139931053,0.09590774169278349,0.07567116675732133,0.1251092095646782,False
162,2021-08-12 06,0.1377171512092063,0.08572867754335176,0.07539316727742124,0.1201753907371324,False
163,2021-08-12 07,0.11916924572647675,0.08726869756419522,0.07555138786647272,0.12279622517033327,True
164,2021-08-12 08,0.1248254338246854,0.08726869756419522,0.07555138786647272,0.12279622517033327,False
165,2021-08-12 09,0.1141657482839111,0.08726869756419522,0.07555138786647272,0.12279622517033327,True
166,2021-08-12 10,0.09997152299666551,0.10612272095000591,0.07599077710797639,0.1261329174847813,True
167,2021-08-12 11,0.1097319242100254,0.08726869756419522,0.07555138786647272,0.12279622517033327,True
168,2021-08-12 12,0.12967454168255704,0.08164745850516779,0.07467178837407826,0.09666868301953789,False
169,2021-08-12 13,0.1218847638357609,0.08282589803078749,0.07503030655697794,0.11589479759983061,False
170,2021-08-12 14,0.13930616483733635,0.08156605117735187,0.07457790066988157,0.09615906448513964,False
171,2021-08-12 15,0.13664562739108094,0.08104571584986048,0.07450010448963817,0.09565094951070269,False
172,2021-08-12 16,0.1635359679486772,0.08078582027395681,0.07438207314635248,0.09505504127664091,False
173,2021-08-12 17,0.20816594553207635,0.08104571584986048,0.07450010448963817,0.09565094951070269,False
174,2021-08-12 18,0.12554600840433644,0.08109575568582739,0.07453752098946316,0.09573355257598468,False
175,2021-08-12 19,0.1427493717588666,0.08119068194158105,0.07453752098946316,0.09586214239759563,False
176,2021-08-12 20,0.1477203007689611,0.08253153283952284,0.07459763565834736,0.0972129936652973,False
177,2021-08-12 21,0.2911429415130433,0.0812637502570085,0.07453752098946316,0.09593461801099716,False
178,2021-08-12 22,0.375961983667691,0.08118022220627075,0.07450010448963817,0.09573355257598468,False
179,2021-08-12 23,0.1966133626281743,0.08104571584986048,0.07450010448963817,0.09565094951070269,False
180,2021-08-13 00,0.1596977492812081,0.0812637502570085,0.07453752098946316,0.09593461801099716,False
181,2021-08-13 01,0.12626618343185408,0.08164745850516779,0.07467178837407826,0.09666868301953789,False
182,2021-08-13 02,0.0882405332385147,0.08164745850516779,0.07467178837407826,0.09666868301953789,True
183,2021-08-13 03,0.1212860363330392,0.08627150443867118,0.07544202305073398,0.12188472684961424,True
184,2021-08-13 04,0.0937764017231828,0.08512624539293083,0.07539316727742124,0.11903753540410938,True
185,2021-08-13 05,0.0883503235495171,0.08572867754335176,0.07539316727742124,0.1201753907371324,True
186,2021-08-13 06,0.11443554760652525,0.08726869756419522,0.07555138786647272,0.12279622517033327,True
187,2021-08-13 07,0.09597519085733,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
188,2021-08-13 08,0.1009503326307328,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
189,2021-08-13 09,0.10535852586007724,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
190,2021-08-13 10,0.1035895406902351,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
191,2021-08-13 11,0.13606459182873434,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
192,2021-08-13 12,0.1151811828788966,0.11929082110270355,0.11179069399078322,0.12709396153741445,True
193,2021-08-13 13,0.1130265564110215,0.11917691119216847,0.11124720914799913,0.12702249327604748,True
194,2021-08-13 14,0.14277050946534725,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
195,2021-08-13 15,0.1692861762413937,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
196,2021-08-13 16,0.268675821866148,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
197,2021-08-13 17,0.17522548889943795,0.12190938955057315,0.11278711307958328,0.17334597207817434,False
198,2021-08-13 18,0.17683871528873313,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
199,2021-08-13 19,0.17518299290565276,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
200,2021-08-13 20,0.183954736755235,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
201,2021-08-13 21,0.19012545870638958,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
202,2021-08-13 22,0.1870144255617871,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
203,2021-08-13 23,0.24453985860556646,0.12360420838479715,0.11278711307958328,0.19119387030166554,False
204,2021-08-14 00,0.1570582499547277,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
205,2021-08-14 01,0.1452599972072525,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
206,2021-08-14 02,0.0982169572269293,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
207,2021-08-14 03,0.1148515230429048,0.1192351874440229,0.11179069399078322,0.12702249327604748,True
208,2021-08-14 04,0.10856153374267169,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
209,2021-08-14 05,0.1082516409192928,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
210,2021-08-14 06,0.1049799756728311,0.1194159948522729,0.11179069399078322,0.12720814467588848,False
211,2021-08-14 07,0.10670840704334834,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
212,2021-08-14 08,0.11277405911647914,0.1194159948522729,0.11179069399078322,0.12720814467588848,True
213,2021-08-14 09,0.10515642500825745,0.11934518795917305,0.11179069399078322,0.1271589633440863,False
214,2021-08-14 10,0.11475776162521575,0.1192351874440229,0.11179069399078322,0.12702249327604748,True
215,2021-08-14 11,0.0939273333910595,0.1194159948522729,0.11179069399078322,0.12720814467588848,False
216,2021-08-14 12,0.1002100854285177,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
217,2021-08-14 13,0.11189933349259056,0.11917691119216847,0.11124720914799913,0.12702249327604748,True
218,2021-08-14 14,0.1090742454680904,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
219,2021-08-14 15,0.1140114219667265,0.11920617690109499,0.11179069399078322,0.12702249327604748,True
220,2021-08-14 16,0.1261891796396632,0.1192351874440229,0.11179069399078322,0.12702249327604748,True
221,2021-08-14 17,0.1351045122658867,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
222,2021-08-14 18,0.1222810257008597,0.11917691119216847,0.11124720914799913,0.12702249327604748,True
223,2021-08-14 19,0.1319724597623177,0.12057729017435191,0.11179069399078322,0.12910659347734119,False
224,2021-08-14 20,0.1403121735747077,0.1194159948522729,0.11179069399078322,0.12720814467588848,False
225,2021-08-14 21,0.21953322834572714,0.11934518795917305,0.11179069399078322,0.1271589633440863,False
226,2021-08-14 22,0.12714349928914065,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
227,2021-08-14 23,0.0943955789860635,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
228,2021-08-15 00,0.0999138906666292,0.12115657914764216,0.11179069399078322,0.14856000921006335,False
229,2021-08-15 01,0.0838307537376423,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
230,2021-08-15 02,0.08570133691518331,0.1194159948522729,0.11179069399078322,0.12720814467588848,False
231,2021-08-15 03,0.1050920137472624,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
232,2021-08-15 04,0.11371229285403481,0.1202568865585498,0.11179069399078322,0.1279237232587463,True
233,2021-08-15 05,0.0849908004049755,0.1194159948522729,0.11179069399078322,0.12720814467588848,False
234,2021-08-15 06,0.085410635493019,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
235,2021-08-15 07,0.1014339249063027,0.1194159948522729,0.11179069399078322,0.12720814467588848,False
236,2021-08-15 08,0.11906826932068655,0.11399835655166929,0.0769154461718833,0.1263940226277801,True
237,2021-08-15 09,0.08450061198937,0.11167757671079856,0.0764810508088715,0.1263131566112854,True
238,2021-08-15 10,0.0767755949488693,0.11399835655166929,0.0769154461718833,0.1263940226277801,False
239,2021-08-15 11,0.0788272671763645,0.11080683410117749,0.07636621678380749,0.1262456096207479,True
240,2021-08-15 12,0.11362679574397605,0.11263896794271233,0.07666590848941719,0.1263189606880344,True
241,2021-08-15 13,0.1141048136566962,0.11074855784932307,0.07636621678380749,0.1261329174847813,True
242,2021-08-15 14,0.1158676347007965,0.11917691119216847,0.11124720914799913,0.12702249327604748,True
243,2021-08-15 15,0.14282656387314357,0.11074855784932307,0.07636621678380749,0.1261329174847813,False
244,2021-08-15 16,0.19840021614890174,0.11271779562174176,0.07666590848941719,0.12667937212202954,False
245,2021-08-15 17,0.1531273047899755,0.08726869756419522,0.07555138786647272,0.12279622517033327,False
246,2021-08-15 18,0.1344096236651317,0.11399835655166929,0.0769154461718833,0.1263940226277801,False
247,2021-08-15 19,0.5116445184268266,0.1202568865585498,0.11179069399078322,0.1279237232587463,False
248,2021-08-15 20,0.16563665668507374,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
249,2021-08-15 21,0.1243203965505017,0.11920617690109499,0.11179069399078322,0.12702249327604748,True
250,2021-08-15 22,0.151311891752327,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
251,2021-08-15 23,0.2169528399778331,0.11934518795917305,0.11179069399078322,0.1271589633440863,False
252,2021-08-16 00,0.16530602855504734,0.1194159948522729,0.11179069399078322,0.12720814467588848,False
253,2021-08-16 01,0.21992631548786673,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
254,2021-08-16 02,0.10765909400418966,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
255,2021-08-16 03,0.1225821637403377,0.1192351874440229,0.11179069399078322,0.12702249327604748,True
256,2021-08-16 04,0.14237915037059906,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
257,2021-08-16 05,0.12205369756720105,0.11917691119216847,0.11124720914799913,0.12702249327604748,True
258,2021-08-16 06,0.1027779880809194,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
259,2021-08-16 07,0.09763363008866754,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
260,2021-08-16 08,0.1105168315829381,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
261,2021-08-16 09,0.1249903568565002,0.1192351874440229,0.11179069399078322,0.12702249327604748,True
262,2021-08-16 10,0.1053360503835447,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
263,2021-08-16 11,0.1151827244129024,0.1192351874440229,0.11179069399078322,0.12702249327604748,True
264,2021-08-16 12,0.12726313282561058,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
265,2021-08-16 13,0.1925987564462494,0.12115657914764216,0.11179069399078322,0.14856000921006335,False
266,2021-08-16 14,0.1727981032261376,0.1194159948522729,0.11179069399078322,0.12720814467588848,False
267,2021-08-16 15,0.17142176354317845,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
268,2021-08-16 16,0.2067326301128225,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
269,2021-08-16 17,0.1636771079140522,0.1207508857556248,0.11179069399078322,0.1367182748175529,False
270,2021-08-16 18,0.12713794329138256,0.11929082110270355,0.11179069399078322,0.12709396153741445,False
271,2021-08-16 19,0.12865637381684775,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
272,2021-08-16 20,0.1770370703319046,0.11051946480005981,0.07636621678380749,0.1261329174847813,False
273,2021-08-16 21,0.14734982883370623,0.11423400178957417,0.0769154461718833,0.1263940226277801,False
274,2021-08-16 22,0.1286169242895032,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
275,2021-08-16 23,0.1124901548094343,0.11276204308373707,0.07666590848941719,0.1263940226277801,True
276,2021-08-17 00,0.1380229277399753,0.08726869756419522,0.07555138786647272,0.12279622517033327,False
277,2021-08-17 01,0.1405521201601336,0.10473275996163925,0.0759684465071829,0.12596919652990127,False
278,2021-08-17 02,0.1240039352995778,0.11934856078566076,0.11124720914799913,0.12720814467588848,True
279,2021-08-17 03,0.1456993675226594,0.11917691119216847,0.11124720914799913,0.12702249327604748,False
280,2021-08-17 04,0.1209003157151318,0.11917691119216847,0.11124720914799913,0.12702249327604748,True
281,2021-08-17 05,0.1320226767832224,0.1192351874440229,0.11179069399078322,0.12702249327604748,False
282,2021-08-17 06,0.12193386231507916,0.11614468853094541,0.07743105548841998,0.12692231217279096,True
283,2021-08-17 07,0.10897752804361065,0.11161930045894414,0.0764810508088715,0.1263018839791956,True
